Experiment,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,R1,R2,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,LibraryName,SampleType,,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,dbgap_study_accession,Consent,RunHash,ReadHash
vp_0082,24/11/2022 22:08,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina NovaSeq 6000,,SRP404770,PRJNA894776,894776,SRS15548690,SAMN31468938,SRA1528543,RNA-Seq,cDNA,TRANSCRIPTOMIC,,"RESEARCH INSTITUTE FOR MICROBIAL DISEASES, OSAKA UNIVERSITY",0,0,,,,,,,,s3://mybucket23443243/SRR22061298.1.fastq.gz,,17972040,1815176040,0,101,523,,Vp mutant hns permissive rep2,simple,,Vp mutant hns permissive rep2,,,,,,,no,,,,,,public,E33FF27E9E3C4D2DAF866E54C6F930A0,2BD62E48E1DCCC9E2514747F90CD6683
vp_0083,7/02/2023 7:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP421286,PRJNA932196,932196,SRS16698356,SAMN33180034,SRA1586152,RNA-Seq,PCR,TRANSCRIPTOMIC,,CENTRAL INSTITUTE OF BRACKISHWATER AQUACULTURE,0,0,,,,,,,,s3://mybucket23443243/SRR23356586.1_1.fastq.gz,s3://mybucket23443243/SRR23356586.1_2.fastq.gz,22289511,6686853300,22289511,300,2635,,Vibrio para Cont,simple,,Control VP,,,,,,,no,,,,,,public,B5D5045036A4D7B9DF8656B0AA8AC0F3,59DA7B9A0F635B5AB6D9E27836B2A51E
vp_0084,7/02/2023 7:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina NovaSeq 6000,,SRP421286,PRJNA932196,932196,SRS16698357,SAMN33180035,SRA1586152,RNA-Seq,PCR,TRANSCRIPTOMIC,,CENTRAL INSTITUTE OF BRACKISHWATER AQUACULTURE,0,0,,,,,,,,s3://mybucket23443243/SRR23356585.1_1.fastq.gz,s3://mybucket23443243/SRR23356585.1_2.fastq.gz,27515773,8254731900,27515773,300,3149,,Vibrio para AMP,simple,,AMP treated VP,,,,,,,no,,,,,,public,116072437192179FC06626BB5F9655CE,AFB4DDBCC61F70A7F2D68F3BF6F022E8
vp_0085,19/07/2017 0:00,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP078919,PRJNA329617,329617,SRS1569919,SAMN05416182,SRA441912,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,HEALTH CANADA,0,0,,,,,,,,s3://mybucket23443243/SRR3930563.1_1.fastq.gz,s3://mybucket23443243/SRR3930563.1_2.fastq.gz,6661628,1004200607,6661628,150,437,,,simple,,04-2548 (control),,,,,,,no,,,,,,public,94A9CCEF74C3BFD08166BB618CC41EDD,A86F8700DA78C200394D865BEE7AE943
vp_0086,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876009,SAMN06176567,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127059.1.fastq.gz,,22615464,1130773200,0,50,526,,,simple,,GSM2438487,,,,,,,no,,,,,,public,6358B245564DAE720BFE89C35635C2FF,0AF71D6C5A142373C253777F72FF8832
vp_0087,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876010,SAMN06176566,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127060.1.fastq.gz,,23713281,1185664050,0,50,553,,,simple,,GSM2438488,,,,,,,no,,,,,,public,2D0DFE81CE530E8327C12FFEC3FC9D28,0C3DD60AB8CF762FDA9E2A8E1B6EAD8A
vp_0088,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876011,SAMN06176565,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127061.1.fastq.gz,,19718470,985923500,0,50,453,,,simple,,GSM2438489,,,,,,,no,,,,,,public,FAA28FC7B256482796A0F930381D7319,4ED29FE3A55A55202B92D8CBA8495CD0
vp_0089,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876012,SAMN06176564,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127062.1.fastq.gz,,24880344,1244017200,0,50,572,,,simple,,GSM2438490,,,,,,,no,,,,,,public,B3A03DEBA87D0274DC0F9FA8867B39BD,3B2B786DB7659EC5DF606F309F18DA75
vp_0090,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876013,SAMN06176563,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127063.1.fastq.gz,,25359096,1267954800,0,50,581,,,simple,,GSM2438491,,,,,,,no,,,,,,public,4FC288938468EB53432C3FAAAB764099,61A4232644D273425A48574D054CFFC1
vp_0091,9/06/2017 16:21,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2000,,SRP095563,PRJNA358611,358611,SRS1876014,SAMN06176562,SRA508726,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5127064.1.fastq.gz,,24431976,1221598800,0,50,560,,,simple,,GSM2438492,,,,,,,no,,,,,,public,208C657BD09C877E1E1714DA3607B51E,66072D79095BA79493E378ADE3F19980
vp_0092,9/03/2017 10:02,223926,Vibrio parahaemolyticus RIMD 2210633,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP096686,PRJNA361081,361081,SRS1918027,SAMN06220140,SRA526901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5171703.1.fastq.gz,,12766035,651067785,0,51,342,,,simple,,GSM2454474,,,,,,,no,,,,,,public,44C16BB593E1C7E5F6B47752944AD49A,A98A0648F4C15A92E28BB6DD0BBBD494
vp_0093,9/03/2017 10:02,223926,Vibrio parahaemolyticus RIMD 2210633,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP096686,PRJNA361081,361081,SRS1918028,SAMN06220144,SRA526901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5171705.1.fastq.gz,,14009153,714466803,0,51,376,,,simple,,GSM2454475,,,,,,,no,,,,,,public,4A30ADBFEADB560C2F8675211D7DDD5A,2A9304113D63F08D9F108BBD199E4AF9
vp_0094,9/03/2017 10:02,223926,Vibrio parahaemolyticus RIMD 2210633,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP096686,PRJNA361081,361081,SRS1918029,SAMN06220143,SRA526901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5171707.1.fastq.gz,,11741931,598838481,0,51,321,,,simple,,GSM2454476,,,,,,,no,,,,,,public,069BF5DF6570F924202FB8E8D9BE23A1,BDD37E56B22200D992891900E8B5450B
vp_0095,9/03/2017 10:02,223926,Vibrio parahaemolyticus RIMD 2210633,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP096686,PRJNA361081,361081,SRS1918031,SAMN06220142,SRA526901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5171709.1.fastq.gz,,12341096,629395896,0,51,333,,,simple,,GSM2454477,,,,,,,no,,,,,,public,029CBD079F6221ADB3CBA9EB7342A813,0F95153E9C3F249DC0188CFF4C8F17FA
vp_0096,9/03/2017 10:02,223926,Vibrio parahaemolyticus RIMD 2210633,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP096686,PRJNA361081,361081,SRS1918032,SAMN06220141,SRA526901,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5171711.1.fastq.gz,,12737749,649625199,0,51,342,,,simple,,GSM2454478,,,,,,,no,,,,,,public,1BB43731DA9321FBF55C58D17B5D7E17,D0184388B51E636900A5BF726803A597
vp_0097,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021335,SAMN06469852,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298497.1.fastq.gz,,14497508,739372908,0,51,391,,,simple,,GSM2516261,,,,,,,no,,,,,,public,0ACA27EAD78CD9C1FDC10E558757365A,5ED4FF90ACC5055298DA4CAAC94D5670
vp_0098,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021337,SAMN06469849,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298499.1.fastq.gz,,13006781,663345831,0,51,350,,,simple,,GSM2516262,,,,,,,no,,,,,,public,5BF3B257AB891E0F15E536C160BFB3EC,C368B152B0A78A2EEAFA8537AC2B51D5
vp_0099,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021342,SAMN06469848,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298501.1.fastq.gz,,12766035,651067785,0,51,342,,,simple,,GSM2516263,,,,,,,no,,,,,,public,44C16BB593E1C7E5F6B47752944AD49A,A98A0648F4C15A92E28BB6DD0BBBD494
vp_0100,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021338,SAMN06469847,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298503.1.fastq.gz,,14009153,714466803,0,51,376,,,simple,,GSM2516264,,,,,,,no,,,,,,public,4A30ADBFEADB560C2F8675211D7DDD5A,2A9304113D63F08D9F108BBD199E4AF9
vp_0101,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021340,SAMN06469906,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298505.1.fastq.gz,,12473846,636166146,0,51,334,,,simple,,GSM2516265,,,,,,,no,,,,,,public,2C519DFDA29510C159F94BE6314F32AB,C4FBFE525DFBEF60BA00D8E98E54B245
vp_0102,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021341,SAMN06469904,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298507.1.fastq.gz,,14378550,733306050,0,51,387,,,simple,,GSM2516266,,,,,,,no,,,,,,public,6612D13A442671A9670B2B70D2A122D0,BAD7A5F8CD8B5CC4AB20A66D27C98C32
vp_0103,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021343,SAMN06469851,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298509.1.fastq.gz,,12585653,641868303,0,51,338,,,simple,,GSM2516267,,,,,,,no,,,,,,public,C355F075637B7841414E7A38CDE04531,CB33F8AFB8777DADC8D4A2D7EB2C8871
vp_0104,20/02/2020 22:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,SINGLE,ILLUMINA,Illumina HiSeq 2500,,SRP100918,PRJNA377522,377522,SRS2021339,SAMN06469850,SRA541787,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5298511.1.fastq.gz,,12814917,653560767,0,51,343,,,simple,,GSM2516268,,,,,,,no,,,,,,public,5746F2D84FAE694DB528F812130338D4,E97F0312E09E56EBEE93685893EF2C81
vp_0105,23/06/2017 7:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP109833,PRJNA391179,391179,SRS2299170,SAMN07258815,SRA577397,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5720407.1_1.fastq.gz,s3://mybucket23443243/SRR5720407.1_2.fastq.gz,40278536,8136264272,40278536,202,4916,,,simple,,GSM2676831,,,,,,,no,,,,,,public,A6AE44173625B2981639BB8955C26277,AFC0C74E76593E5402E3C499C65567C0
vp_0106,23/06/2017 7:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP109833,PRJNA391179,391179,SRS2299171,SAMN07258814,SRA577397,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5720408.1_1.fastq.gz,s3://mybucket23443243/SRR5720408.1_2.fastq.gz,33865137,6840757674,33865137,202,4184,,,simple,,GSM2676832,,,,,,,no,,,,,,public,06D3FE1C996EE8DEAA1D1FF3AFAEAE7C,553449D65D2356E26C802E5D9DEE7449
vp_0107,23/06/2017 7:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP109833,PRJNA391179,391179,SRS2299172,SAMN07258813,SRA577397,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5720409.1_1.fastq.gz,s3://mybucket23443243/SRR5720409.1_2.fastq.gz,34423960,6953639920,34423960,202,4264,,,simple,,GSM2676833,,,,,,,no,,,,,,public,0997CE7E03A3D7F79811C576BBB9A1E0,D2262BC7B465A6DEBE9A50EE227CAB59
vp_0108,23/06/2017 7:37,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2500,,SRP109833,PRJNA391179,391179,SRS2299173,SAMN07258812,SRA577397,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR5720410.1_1.fastq.gz,s3://mybucket23443243/SRR5720410.1_2.fastq.gz,35779687,7227496774,35779687,202,4382,,,simple,,GSM2676834,,,,,,,no,,,,,,public,4CEEC2786389741F00FBC9B7775504F2,7C768D6065B08384E0096C1D55E5C073
vp_0109,11/06/2018 19:13,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,HiSeq X Ten,,SRP125374,PRJNA419266,419266,SRS2705549,SAMN08048791,SRA632664,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,HUAZHONG AGRICULTURAL UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6312085.1_1.fastq.gz,s3://mybucket23443243/SRR6312085.1_2.fastq.gz,65108450,19532535000,65108450,300,6570,,VP,simple,,Mono-culture of Vibrio parahaemolyticus,,,,,,,no,,,,,,public,628FEC6D9459640EC48820B9463F84F4,CBD17348DA2970224C3F1FC4CA71267C
vp_0110,13/06/2018 0:03,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,HiSeq X Ten,,SRP125374,PRJNA419266,419266,SRS2705550,SAMN08048788,SRA632664,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,HUAZHONG AGRICULTURAL UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6312084.1_1.fastq.gz,s3://mybucket23443243/SRR6312084.1_2.fastq.gz,42710767,12813230100,42710767,300,4318,,BS+VP,simple,,Co-culture of Vibrio parahaemolyticus and Bacillus subtilis,,,,,,,no,,,,,,public,DB405C7E2E0A5DBABFE1DBC39DECA44F,04456CF209C62F15A1113B2BEB36E21E
vp_0111,13/06/2018 0:03,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,HiSeq X Ten,,SRP125374,PRJNA419266,419266,SRS2705551,SAMN08048789,SRA632664,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,HUAZHONG AGRICULTURAL UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6312083.1_1.fastq.gz,s3://mybucket23443243/SRR6312083.1_2.fastq.gz,63464712,19039413600,63464712,300,6357,,PP+VP,simple,,Co-culture of Vibrio parahaemolyticus and Pseudomonas putida,,,,,,,no,,,,,,public,205BE0CFB94CF895884EA10A55002B63,5ACC468A26CF39F3D3C35152CDFF569B
vp_0112,31/08/2019 0:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP130559,PRJNA430997,430997,SRS2848078,SAMN08379130,SRA648751,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6488514.1_1.fastq.gz,s3://mybucket23443243/SRR6488514.1_2.fastq.gz,8674204,1752189208,8674204,202,1264,,vp_ozone_01,simple,,vp_17802,,,,,,,no,,,,,,public,743589D23646DC51C377A981F70FC484,D922F452E8F6ABD07FA3CB717462EEAF
vp_0113,31/08/2019 0:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP130559,PRJNA430997,430997,SRS2848078,SAMN08379130,SRA648751,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6488513.1_1.fastq.gz,s3://mybucket23443243/SRR6488513.1_2.fastq.gz,8252555,1667016110,8252555,202,1203,,vp_ozone_0,simple,,vp_17802,,,,,,,no,,,,,,public,BA43DE2299BD23812527076FCBE54C34,E3528AACD934DDF97457E5D09712554E
vp_0114,31/08/2019 0:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina HiSeq 2000,,SRP130559,PRJNA430997,430997,SRS2848078,SAMN08379130,SRA648751,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,ZHEJIANG GONGSHANG UNIVERSITY,0,0,,,,,,,,s3://mybucket23443243/SRR6488512.1_1.fastq.gz,s3://mybucket23443243/SRR6488512.1_2.fastq.gz,11149593,2252217786,11149593,202,1476,,vp_ozone_10,simple,,vp_17802,,,,,,,no,,,,,,public,EF9EB44ED98AFE6675B10A8D4DA0063E,CD4E2BCF33F3DCA6E905E62C5125DCA6
vp_0115,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491840,SAMN02378233,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013448.1_1.fastq.gz,s3://mybucket23443243/SRR1013448.1_2.fastq.gz,8934711,2484322537,8934711,278,1359,,,simple,,GSM1245185,,,,,,,no,,,,,,public,E6FDB1DA5494CF555074170F33ED3CA4,1D5D8D0A713D9DFD78CB2CC46292C7BA
vp_0116,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491841,SAMN02378232,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013449.1_1.fastq.gz,s3://mybucket23443243/SRR1013449.1_2.fastq.gz,7982782,2191917906,7982782,274,1193,,,simple,,GSM1245186,,,,,,,no,,,,,,public,9917C574B214537C1DD378A4C249DEFB,917243F4E2A2622F21D6739BC3F82A47
vp_0117,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491842,SAMN02378228,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013450.1_1.fastq.gz,s3://mybucket23443243/SRR1013450.1_2.fastq.gz,6261021,1645714858,6261021,262,898,,,simple,,GSM1245187,,,,,,,no,,,,,,public,7144AFDE2B9E84DDC99067DC4DECC187,6D674A73B57775527BED1861C6817EC0
vp_0118,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491843,SAMN02378231,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013451.1_1.fastq.gz,s3://mybucket23443243/SRR1013451.1_2.fastq.gz,7257005,2068857482,7257005,285,1162,,,simple,,GSM1245188,,,,,,,no,,,,,,public,2498317DAEF76DAF8FEC2E263D1E82FB,00312A8B4E2939B93DD765DD5943D2D2
vp_0119,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491844,SAMN02378236,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013452.1_1.fastq.gz,s3://mybucket23443243/SRR1013452.1_2.fastq.gz,8512729,2219591599,8512729,260,1227,,,simple,,GSM1245189,,,,,,,no,,,,,,public,3BFE090D952B2B495F45D6021BF1D60D,E613BB2D2010E946C8F32BCCE29BCEEB
vp_0120,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491845,SAMN02378240,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013453.1_1.fastq.gz,s3://mybucket23443243/SRR1013453.1_2.fastq.gz,7759918,2005595404,7759918,258,1103,,,simple,,GSM1245190,,,,,,,no,,,,,,public,56385D650CF222A4818FA93CD51562B2,2AE1EB4C9618802FCA797025A657ACD1
vp_0121,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491846,SAMN02378241,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013454.1_1.fastq.gz,s3://mybucket23443243/SRR1013454.1_2.fastq.gz,9478372,2521457540,9478372,266,1430,,,simple,,GSM1245192,,,,,,,no,,,,,,public,7C8985C1F7B817D9DB92403D04EC961C,0C92C2DE2B465D1E6FE5D220346C3DD7
vp_0122,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491847,SAMN02378227,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013455.1_1.fastq.gz,s3://mybucket23443243/SRR1013455.1_2.fastq.gz,7824516,2014840018,7824516,257,1156,,,simple,,GSM1245195,,,,,,,no,,,,,,public,28908A4624DF1333F10901C42E698243,89F1C18371EC796584941D6512B19012
vp_0123,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491848,SAMN02378230,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013456.1_1.fastq.gz,s3://mybucket23443243/SRR1013456.1_2.fastq.gz,7892375,2059475409,7892375,260,1201,,,simple,,GSM1245197,,,,,,,no,,,,,,public,07F3700CE23A27278B1AD491048F715C,795554C995E60467FF13AC8B869E42F1
vp_0124,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491849,SAMN02378235,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013457.1_1.fastq.gz,s3://mybucket23443243/SRR1013457.1_2.fastq.gz,7099291,1922314557,7099291,270,1045,,,simple,,GSM1245199,,,,,,,no,,,,,,public,1DE2C20298558A279DA528202C2AB714,01DACDB0A9D42EFCBED775A8656AE827
vp_0125,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491850,SAMN02378226,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013458.1_1.fastq.gz,s3://mybucket23443243/SRR1013458.1_2.fastq.gz,7482306,1895932749,7482306,253,1140,,,simple,,GSM1245201,,,,,,,no,,,,,,public,A0020DD9DA0BE192144EF06C2B59CC83,276A3084E579CEC9F8740D7AFD62A552
vp_0126,21/01/2014 20:33,670,Vibrio parahaemolyticus,,,,Vibrio parahaemolyticus,PAIRED,ILLUMINA,Illumina MiSeq,,SRP031500,PRJNA223069,223069,SRS491851,SAMN02378242,SRA107312,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,,,,,,,,s3://mybucket23443243/SRR1013459.1_1.fastq.gz,s3://mybucket23443243/SRR1013459.1_2.fastq.gz,11940544,3249660665,11940544,272,1883,,,simple,,GSM1245202,,,,,,,no,,,,,,public,D4483953443534BD617243FEF22D06C5,FFE4E8E742382BB1926090B8D33677D6
